carrier_slug,carrier_name,product_slug,product_name,condition_key,outcome,rule_text,age_min,age_max,coverage,source
amam,American Amicable,qsfp_wl,QSFP WL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,85,seeded,screenshot_row_uniform
amam,American Amicable,term_made_simple,Term Made Simple,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,20,75,incomplete,catalog
amam,American Amicable,term_made_simple,Term Made Simple,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,75,seeded,screenshot_row_uniform
amam,American Amicable,term_made_simple,Term Made Simple,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,75,seeded,screenshot_row_uniform
amam,American Amicable,term_made_simple,Term Made Simple,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,75,seeded,screenshot_row_uniform
amam,American Amicable,term_made_simple,Term Made Simple,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,75,seeded,screenshot_row_uniform
amam,American Amicable,term_made_simple,Term Made Simple,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,75,seeded,screenshot_row_uniform
americo,Americo,hms_term_iul,HMS 100/125/CBO Term / IUL,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,20,75,incomplete,catalog
americo,Americo,hms_term_iul,HMS 100/125/CBO Term / IUL,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,75,seeded,screenshot_row_uniform
americo,Americo,hms_term_iul,HMS 100/125/CBO Term / IUL,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,75,seeded,screenshot_row_uniform
americo,Americo,hms_term_iul,HMS 100/125/CBO Term / IUL,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,75,seeded,screenshot_row_uniform
americo,Americo,hms_term_iul,HMS 100/125/CBO Term / IUL,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,75,seeded,screenshot_row_uniform
americo,Americo,hms_term_iul,HMS 100/125/CBO Term / IUL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,75,seeded,screenshot_row_uniform
americo,Americo,eagle_select,Eagle Select WL,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,40,85,incomplete,catalog
americo,Americo,eagle_select,Eagle Select WL,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,40,85,seeded,screenshot_row_uniform
americo,Americo,eagle_select,Eagle Select WL,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,40,85,seeded,screenshot_row_uniform
americo,Americo,eagle_select,Eagle Select WL,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,40,85,seeded,screenshot_row_uniform
americo,Americo,eagle_select,Eagle Select WL,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,40,85,seeded,screenshot_row_uniform
americo,Americo,eagle_select,Eagle Select WL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,40,85,seeded,screenshot_row_uniform
americo,Americo,simplynow,SimplyNow Legacy/Max SIWL,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,,,incomplete,catalog
americo,Americo,simplynow,SimplyNow Legacy/Max SIWL,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
americo,Americo,simplynow,SimplyNow Legacy/Max SIWL,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
americo,Americo,simplynow,SimplyNow Legacy/Max SIWL,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
americo,Americo,simplynow,SimplyNow Legacy/Max SIWL,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
americo,Americo,simplynow,SimplyNow Legacy/Max SIWL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
corebridge,Corebridge,giwl,GIWL,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,50,80,incomplete,catalog
corebridge,Corebridge,giwl,GIWL,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,50,80,seeded,screenshot_row_uniform
corebridge,Corebridge,giwl,GIWL,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,50,80,seeded,screenshot_row_uniform
corebridge,Corebridge,giwl,GIWL,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,50,80,seeded,screenshot_row_uniform
corebridge,Corebridge,giwl,GIWL,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,50,80,seeded,screenshot_row_uniform
corebridge,Corebridge,giwl,GIWL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,50,80,seeded,screenshot_row_uniform
fg,Fidelity & Guaranty,pathsetter,Pathsetter IUL,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,0,65,incomplete,catalog
fg,Fidelity & Guaranty,pathsetter,Pathsetter IUL,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,65,seeded,screenshot_row_uniform
fg,Fidelity & Guaranty,pathsetter,Pathsetter IUL,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,65,seeded,screenshot_row_uniform
fg,Fidelity & Guaranty,pathsetter,Pathsetter IUL,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,65,seeded,screenshot_row_uniform
fg,Fidelity & Guaranty,pathsetter,Pathsetter IUL,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,65,seeded,screenshot_row_uniform
fg,Fidelity & Guaranty,pathsetter,Pathsetter IUL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,65,seeded,screenshot_row_uniform
fg,Fidelity & Guaranty,quantum,Quantum IUL,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,0,75,incomplete,catalog
fg,Fidelity & Guaranty,quantum,Quantum IUL,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,75,seeded,screenshot_row_uniform
fg,Fidelity & Guaranty,quantum,Quantum IUL,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,75,seeded,screenshot_row_uniform
fg,Fidelity & Guaranty,quantum,Quantum IUL,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,75,seeded,screenshot_row_uniform
fg,Fidelity & Guaranty,quantum,Quantum IUL,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,75,seeded,screenshot_row_uniform
fg,Fidelity & Guaranty,quantum,Quantum IUL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,75,seeded,screenshot_row_uniform
foresters,Foresters,strong_foundation,Strong Foundation Term,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,18,80,incomplete,catalog
foresters,Foresters,strong_foundation,Strong Foundation Term,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,80,seeded,screenshot_row_uniform
foresters,Foresters,strong_foundation,Strong Foundation Term,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,80,seeded,screenshot_row_uniform
foresters,Foresters,strong_foundation,Strong Foundation Term,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,80,seeded,screenshot_row_uniform
foresters,Foresters,strong_foundation,Strong Foundation Term,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,80,seeded,screenshot_row_uniform
foresters,Foresters,strong_foundation,Strong Foundation Term,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,80,seeded,screenshot_row_uniform
foresters,Foresters,smart_ul,Smart UL/IUL,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,18,80,incomplete,catalog
foresters,Foresters,smart_ul,Smart UL/IUL,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,80,seeded,screenshot_row_uniform
foresters,Foresters,smart_ul,Smart UL/IUL,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,80,seeded,screenshot_row_uniform
foresters,Foresters,smart_ul,Smart UL/IUL,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,80,seeded,screenshot_row_uniform
foresters,Foresters,smart_ul,Smart UL/IUL,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,80,seeded,screenshot_row_uniform
foresters,Foresters,smart_ul,Smart UL/IUL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,80,seeded,screenshot_row_uniform
foresters,Foresters,plan_right,Plan Right WL,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,50,85,incomplete,catalog
foresters,Foresters,plan_right,Plan Right WL,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,50,85,seeded,screenshot_row_uniform
foresters,Foresters,plan_right,Plan Right WL,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,50,85,seeded,screenshot_row_uniform
foresters,Foresters,plan_right,Plan Right WL,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,50,85,seeded,screenshot_row_uniform
foresters,Foresters,plan_right,Plan Right WL,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,50,85,seeded,screenshot_row_uniform
foresters,Foresters,plan_right,Plan Right WL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,50,85,seeded,screenshot_row_uniform
banner,Banner Life,qlt_term_plus,QLT Term Plus,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,,,incomplete,catalog
banner,Banner Life,qlt_term_plus,QLT Term Plus,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
banner,Banner Life,qlt_term_plus,QLT Term Plus,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
banner,Banner Life,qlt_term_plus,QLT Term Plus,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
banner,Banner Life,qlt_term_plus,QLT Term Plus,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
banner,Banner Life,qlt_term_plus,QLT Term Plus,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
moo,Mutual of Omaha,critical_advantage,Critical Advantage,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,,,incomplete,catalog
moo,Mutual of Omaha,critical_advantage,Critical Advantage,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
moo,Mutual of Omaha,critical_advantage,Critical Advantage,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
moo,Mutual of Omaha,critical_advantage,Critical Advantage,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
moo,Mutual of Omaha,critical_advantage,Critical Advantage,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
moo,Mutual of Omaha,critical_advantage,Critical Advantage,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
moo,Mutual of Omaha,term_life_express,Term Life Express,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,18,70,incomplete,catalog
moo,Mutual of Omaha,term_life_express,Term Life Express,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,70,seeded,screenshot_row_uniform
moo,Mutual of Omaha,term_life_express,Term Life Express,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,70,seeded,screenshot_row_uniform
moo,Mutual of Omaha,term_life_express,Term Life Express,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,70,seeded,screenshot_row_uniform
moo,Mutual of Omaha,term_life_express,Term Life Express,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,70,seeded,screenshot_row_uniform
moo,Mutual of Omaha,term_life_express,Term Life Express,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,70,seeded,screenshot_row_uniform
moo,Mutual of Omaha,living_promise,Living Promise WL,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,45,85,incomplete,catalog
moo,Mutual of Omaha,living_promise,Living Promise WL,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,45,85,seeded,screenshot_row_uniform
moo,Mutual of Omaha,living_promise,Living Promise WL,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,45,85,seeded,screenshot_row_uniform
moo,Mutual of Omaha,living_promise,Living Promise WL,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,45,85,seeded,screenshot_row_uniform
moo,Mutual of Omaha,living_promise,Living Promise WL,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,45,85,seeded,screenshot_row_uniform
moo,Mutual of Omaha,living_promise,Living Promise WL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,45,85,seeded,screenshot_row_uniform
nlg,National Life Group,term_eiul,Term / EIUL / Group Term,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,,,incomplete,catalog
nlg,National Life Group,term_eiul,Term / EIUL / Group Term,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
nlg,National Life Group,term_eiul,Term / EIUL / Group Term,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
nlg,National Life Group,term_eiul,Term / EIUL / Group Term,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
nlg,National Life Group,term_eiul,Term / EIUL / Group Term,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
nlg,National Life Group,term_eiul,Term / EIUL / Group Term,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
royal_neighbors,Royal Neighbors,ensured_legacy,Ensured Legacy Final Expense,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,,,incomplete,catalog
royal_neighbors,Royal Neighbors,ensured_legacy,Ensured Legacy Final Expense,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
royal_neighbors,Royal Neighbors,ensured_legacy,Ensured Legacy Final Expense,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
royal_neighbors,Royal Neighbors,ensured_legacy,Ensured Legacy Final Expense,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
royal_neighbors,Royal Neighbors,ensured_legacy,Ensured Legacy Final Expense,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
royal_neighbors,Royal Neighbors,ensured_legacy,Ensured Legacy Final Expense,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
sbli,SBLI,easytrack,EasyTrack Digital Term,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,18,60,incomplete,catalog
sbli,SBLI,easytrack,EasyTrack Digital Term,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,60,seeded,screenshot_row_uniform
sbli,SBLI,easytrack,EasyTrack Digital Term,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,60,seeded,screenshot_row_uniform
sbli,SBLI,easytrack,EasyTrack Digital Term,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,60,seeded,screenshot_row_uniform
sbli,SBLI,easytrack,EasyTrack Digital Term,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,60,seeded,screenshot_row_uniform
sbli,SBLI,easytrack,EasyTrack Digital Term,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,18,60,seeded,screenshot_row_uniform
transamerica,Transamerica,final_expense_express,Final Expense Express,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,,,incomplete,catalog
transamerica,Transamerica,final_expense_express,Final Expense Express,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
transamerica,Transamerica,final_expense_express,Final Expense Express,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
transamerica,Transamerica,final_expense_express,Final Expense Express,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
transamerica,Transamerica,final_expense_express,Final Expense Express,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
transamerica,Transamerica,final_expense_express,Final Expense Express,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,,,seeded,screenshot_row_uniform
transamerica,Transamerica,immediate_solutions,Immediate Solutions WL,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,0,85,incomplete,catalog
transamerica,Transamerica,immediate_solutions,Immediate Solutions WL,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,85,seeded,screenshot_row_uniform
transamerica,Transamerica,immediate_solutions,Immediate Solutions WL,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,85,seeded,screenshot_row_uniform
transamerica,Transamerica,immediate_solutions,Immediate Solutions WL,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,85,seeded,screenshot_row_uniform
